PEDIGREE,Range,Row,Rep,PLOT,TEST,Rust.1,Rust.2,Range_Row,Row.Odd
((LH195RR)/{((LAMA2002-23-3-B/LAMA2002-58-4-B)-B-B-2-3-B-B-B-B12//(CML442-B/CML343-B-B-B-B-B-B)-B-B-1-1-B-B)-B5-selfs B28}-14-1),11,38,2,183,NEUI,10,88,11_37,37
((GP737)/(Tx778/Tx151)-B5-04-1-3-1-B14),11,36,2,184,NEUI,14,90,11_35,35
((GP739GTCBLLBL)/(Tx779/Tx780)-B6-04-1-1-B22),11,34,2,185,NEUI,7.5,45,11_33,33
((GP722)/(Tx777/Tx775)-B5-12-2-1-1-B17),11,32,2,186,NEUI,15,98,11_31,31
(((Tx777/Tx775)-B5-12-2-1-B23)/GP724GTCBLL),11,30,2,187,NEUI,9,75,11_29,29
((LH195RR)/(Tx777/Tx775)-B5-12-2-1-1-B17),11,28,2,188,NEUI,8.5,75,11_27,27
(((Tx777/Tx775)-B5-12-2-1-1-B17)/Tx779),11,26,2,189,NEUI,11,95,11_25,25
((LH195RR)/(Tx777/Tx775)-B5-12-2-1-B23),11,24,2,190,NEUI,8,85,11_23,23
((GP737)/(Tx777/Tx775)-B5-39-1-2-1-B6),11,22,2,191,NEUI,7,35,11_21,21
((LH195RR)/(Tx777/Tx775)-B5-37-2-1-1-B12),11,20,2,192,NEUI,7.5,45,11_19,19
((GP722)/(Tx779/Tx780)-B6-04-1-1-B22),11,18,2,193,NEUI,8.5,90,11_17,17
((Tx779)/(Tx779/Tx780)-B6-04-2-2-B6),11,16,2,194,NEUI,6.5,60,11_15,15
((GP739GTCBLLBL)/(Tx778/Tx151)-B5-06-1-1-B8),11,14,2,195,NEUI,13,80,11_13,13
((GP739GTCBLLBL)/(Tx778/Tx151)-B5-04-1-3-1-B14),11,12,2,196,NEUI,15,98,11_11,11
((GP739GTCBLLBL)/(Tx777/Tx775)-B5-12-2-1-1-B17),11,10,2,197,NEUI,13,94,11_9,9
((Tx779)/(Tx777/Tx775)-B5-39-1-2-1-B6),11,8,2,198,NEUI,1,15,11_7,7
((GP722)/(Tx777/Tx775)-B5-12-2-1-B23),11,6,2,199,NEUI,13.5,95,11_5,5
((LH195RR)/((CML269/Tx110)/(CML 311/Tx110)-1-B-B-B-B/DTPWC8F31-1-1-2-2-BBBB-B)-B-B-3-1-B-1-B8-1-B18),11,4,2,200,NEUI,9,90,11_3,3
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-2-1)/Tx779),2,43,1,1,2NII,5,60,2_43,43
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-093-B10-1-B9-B1-B)/Tx779),2,45,1,2,2NII,7,90,2_45,45
(((LH195//Tx773)-B3-16-2-B2-B12-1-1-B5)/Tx779),2,47,1,3,2NII,6.5,45,2_47,47
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-9-2-1-1-B13)/Tx779,2,49,1,4,2NII,8,65,2_49,49
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-035-B6-B6)/Tx779),2,51,1,5,2NII,4,35,2_51,51
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-2-1-B1-B16)/Tx779,2,53,1,6,2NII,6,65,2_53,53
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-2-1-B1-B5)/Tx779,2,55,1,7,2NII,7,70,2_55,55
(LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-3-2-1-B1-B10,2,57,1,8,2NII,10,90,2_57,57
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-3-1-B1-B18)/Tx779,2,59,1,9,2NII,10,88,2_59,59
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-2-2-B1-B12)/Tx779,2,61,1,10,2NII,9,85,2_61,61
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-3-1-B1-B18)/Tx779,2,63,1,11,2NII,8,75,2_63,63
((LH195//Tx773)-B3-03-2-2-B7-1-B1-B9)/Tx779,2,65,1,12,2NII,9,70,2_65,65
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-2-1-B1)/Tx779),2,67,1,13,2NII,12,95,2_67,67
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-3-1-1-B20)/Tx779,2,69,1,14,2NII,10,88,2_69,69
LG68C88 (2021),2,71,1,15,2NII,14,96,2_71,71
DKC67-44 (2021),2,73,1,16,2NII,15,98,2_73,73
((GEMS-0032-B11)/Tx779),2,75,1,17,2NII,9,60,2_75,75
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-094-B4-1-B2-B1-B)/Tx779),2,77,1,18,2NII,NA,NA,2_77,77
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B12-B12-B12)/Tx779),2,79,1,19,2NII,NA,NA,2_79,79
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-selfs B25-34-1-1-B1-B)/Tx779),2,81,1,20,2NII,10,80,2_81,81
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-3-1-B1-B8)/Tx779,3,82,1,21,2NII,9,65,3_81,81
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-047-B4-1-B9-B1-B)/Tx779),3,80,1,22,2NII,5,15,3_79,79
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-108-B2-1-B1-B)/Tx779),3,78,1,23,2NII,8,50,3_77,77
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-8-1-1-B9)/Tx779,3,76,1,24,2NII,8,60,3_75,75
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-selfs B25-12-1-B1-B10)/Tx779,3,74,1,25,2NII,8,65,3_73,73
((3549-blk22/14-1-B)/Tx779),3,72,1,26,2NII,10,50,3_71,71
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-003-B8-1-B5-B1-B)/Tx779),3,70,1,27,2NII,5,30,3_69,69
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-097-B8-1-B4-B1-B)/Tx779),3,68,1,28,2NII,10,88,3_67,67
DKC69-99 (2021),3,66,1,29,2NII,14,96,3_65,65
(((LH195//Tx773)-B3-03-1-2-B11-1-B1-B)/Tx779),3,64,1,30,2NII,3,35,3_63,63
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-2-B-1-B27)/Tx779,3,62,1,31,2NII,8,65,3_61,61
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-6-3-1-B1-B)/Tx779),3,60,1,32,2NII,6,40,3_59,59
((((((TX772W/RedStalker-6)//TX772W)///TX772W)-B2////TX772W)-1-B4-B5-1-B14-B10-B11)/LH195RR),3,58,1,33,2NII,9,90,3_57,57
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-4-2-1-B2-B1-B10)/Tx779,3,56,1,34,2NII,6,55,3_55,55
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-2-2-1-B20)/Tx779,3,54,1,35,2NII,8,55,3_53,53
(((LH195//Tx773)-B3-13-1-3-B4-1-B3-B1-B)/Tx779),3,52,1,36,2NII,8,65,3_51,51
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-019-B4-1-B5-B1-B)/Tx779),3,50,1,37,2NII,10,70,3_49,49
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-045-B9-1-B1-B)/Tx779),3,48,1,38,2NII,10,65,3_47,47
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-2-1)/Tx779),3,46,1,39,2NII,9,65,3_45,45
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-4-1-1-B20)/Tx779,3,44,1,40,2NII,3,20,3_43,43
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-1-1-B1-B)/Tx779),4,43,1,41,2NII,10,70,4_43,43
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-9-1-1-B19)/Tx779,4,45,1,42,2NII,4,35,4_45,45
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-1-1-B3-B1-B14)/Tx779,4,47,1,43,2NII,6,45,4_47,47
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-6-2-1-B1-B12)/Tx779,4,49,1,44,2NII,6,45,4_49,49
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-3-B4-1-B1-B15)/Tx779,4,51,1,45,2NII,6,47,4_51,51
(((LH195//Tx773)-B3-02-1-3-B11-1-B3-B1-B)/Tx779),4,53,1,46,2NII,6,50,4_53,53
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-2-1-B1-B11)/Tx779,4,55,1,47,2NII,5,35,4_55,55
(((LH195//Tx773)-B3-17-2-1-B6-1-B1-B)/Tx779),4,57,1,48,2NII,10,70,4_57,57
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-041-B8-1-B3-B1-B10)/Tx779,4,59,1,49,2NII,7,50,4_59,59
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-2-1-B1-B10)/Tx779,4,61,1,50,2NII,8,60,4_61,61
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-7-1-1-B17)/Tx779,4,63,1,51,2NII,7,45,4_63,63
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-1-1)/Tx779),4,65,1,52,2NII,6,30,4_65,65
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-4-1-B3-B1-B)/Tx779),4,67,1,53,2NII,10.5,89,4_67,67
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-2-1-B1-B36)/Tx779,4,69,1,54,2NII,12,92,4_69,69
((((((TX772W/RedStalker-6)//TX772W)///TX772W)-B2////TX772W)-1-B4-B5-1-B14-B10-B11)/LH195RR),4,71,1,55,2NII,5,35,4_71,71
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-1-2-1-B11)/Tx779,4,73,1,56,2NII,6,45,4_73,73
(((LH195//Tx773)-B3-16-2-B2-B12-B13-1-B1-B)/Tx779),4,75,1,57,2NII,8,70,4_75,75
(((LH195//Tx773)-B3-16-2-B2-B12-1-1-B5)/Tx779),4,77,1,58,2NII,9,70,4_77,77
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-1-1-B1-B20)/Tx779,4,79,1,59,2NII,6,35,4_79,79
BH8721VT2P (2021),4,81,1,60,2NII,NA,NA,4_81,81
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-1-2-1-B12)/Tx779,5,82,1,61,2NII,8,70,5_81,81
(PB80-B18-B9-B34)/Tx779,5,80,1,62,2NII,10,88,5_79,79
((3989-sib22/16-B9)/Tx779),5,78,1,63,2NII,9,60,5_77,77
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-6-2-1)/Tx779),5,76,1,64,2NII,9,75,5_75,75
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-3-B3-1-1-B)/Tx779),5,74,1,65,2NII,9,70,5_73,73
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-100-B11-1-1-B5)/Tx779),5,72,1,66,2NII,7,60,5_71,71
((GEMS-0243_CML287:S15-1-B4-1-B)/Tx779),5,70,1,67,2NII,8,65,5_69,69
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-001-B5-1-B10-B1-B)/Tx779),5,68,1,68,2NII,5,20,5_67,67
((LH195//Tx773)-B3-26-1-2-B8-1-B1-B1-B26)/Tx779,5,66,1,69,2NII,5,30,5_65,65
((WF18 Red Stalker inbred)/Tx779),5,64,1,70,2NII,8,65,5_63,63
(((LH195//Tx773)-B3-05-1-2-B10-1-B1-B)/Tx779),5,62,1,71,2NII,10,70,5_61,61
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-008-B11-1-B6)/Tx779),5,60,1,72,2NII,7,35,5_59,59
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-2-1-1-B16)/Tx779,5,58,1,73,2NII,7,50,5_57,57
(LH195-B19-B16-B19-B90)/Tx779,5,56,1,74,2NII,12,92,5_55,55
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-4-3-1-B1-B11)/Tx779,5,54,1,75,2NII,5,25,5_53,53
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-2-1-B1-B)/Tx779),5,52,1,76,2NII,8,60,5_51,51
(((LH195//Tx773)-B3-08-1-1-B10-B8-B4-B1-B)/Tx779),5,50,1,77,2NII,7,55,5_49,49
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-022-B3-B4-B1-B)/Tx779),5,48,1,78,2NII,10,75,5_47,47
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-4-3-1-B1-B)/Tx779),5,46,1,79,2NII,8,65,5_45,45
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-095-B5-1-B2)/Tx779),5,44,1,80,2NII,6.5,50,5_43,43
(({(LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-selfs B25}-10-1-B3-B1)/Tx779),6,43,1,81,2NII,11,70,6_43,43
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-1-B)/Tx779),6,45,1,82,2NII,10,75,6_45,45
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-6-2-1-B1-B)/Tx779),6,47,1,83,2NII,10,75,6_47,47
(((LH195//Tx773)-B3-13-1-4-B8-1-B2-B1-B)/Tx779),6,49,1,84,2NII,5,30,6_49,49
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-6-1-1-B15)/Tx779,6,51,1,85,2NII,10,88,6_51,51
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-3-2-1-B20)/Tx779,6,53,1,86,2NII,8,50,6_53,53
((((((TX772W/RedStalker-6)//TX772W)///TX772W)-B2////TX772W)-1-B4-B5-1-B14-B10-B11)/LH195RR),6,55,1,87,2NII,7,45,6_55,55
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-1-1-B1-B14)/Tx779,6,57,1,88,2NII,4.5,35,6_57,57
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-001-B5-1-B4)/Tx779),6,59,1,89,2NII,7,50,6_59,59
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-3-3-B)/Tx779),6,61,1,90,2NII,8,70,6_61,61
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-3-1-B1-B19)/Tx779,6,63,1,91,2NII,5,35,6_63,63
(((LH195//Tx773)-B3-09-1-1-B4-1-1-B1-B)/Tx779),6,65,1,92,2NII,9,60,6_65,65
(({(LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-selfs B25}-30-1-B2)/Tx779),6,67,1,93,2NII,6.5,40,6_67,67
(LH82-B10-B4-B13-B73)/Tx779,6,69,1,94,2NII,NA,NA,6_69,69
LG64C30 (2021),6,71,1,95,2NII,12,92,6_71,71
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-B7-B5-B1-B)/Tx779),6,73,1,96,2NII,7,50,6_73,73
((LH195//Tx773)-B3-15-1-3-B7-1-B1-B12)/Tx779,6,75,1,97,2NII,7,45,6_75,75
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-7-2-1-B1-B)/Tx779),6,77,1,98,2NII,10,70,6_77,77
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-1-1-B1-B18)/Tx779,6,79,1,99,2NII,9,70,6_79,79
((3945-sib17/16-B17)/Tx779),6,81,1,100,2NII,9,60,6_81,81
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-2-1)/Tx779),7,82,2,101,2NII,10,70,7_81,81
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-2-1-B1-B16)/Tx779,7,80,2,102,2NII,9,55,7_79,79
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-022-B3-B4-B1-B)/Tx779),7,78,2,103,2NII,10,60,7_77,77
DKC69-99 (2021),7,76,2,104,2NII,12,92,7_75,75
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-1-1-B1-B14)/Tx779,7,74,2,105,2NII,6,40,7_73,73
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-7-2-1-B1-B)/Tx779),7,72,2,106,2NII,8,65,7_71,71
(((LH195//Tx773)-B3-16-2-B2-B12-1-1-B5)/Tx779),7,70,2,107,2NII,9,65,7_69,69
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-1-1-B1-B18)/Tx779,7,68,2,108,2NII,7,65,7_67,67
(({(LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-selfs B25}-10-1-B3-B1)/Tx779),7,66,2,109,2NII,9.5,70,7_65,65
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-3-1-B1-B19)/Tx779,7,64,2,110,2NII,6.5,30,7_63,63
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-3-2-1-B1-B)/Tx779),7,62,2,111,2NII,8,40,7_61,61
(((LH195//Tx773)-B3-05-1-2-B10-1-B1-B)/Tx779),7,60,2,112,2NII,10,70,7_59,59
(((LH195//Tx773)-B3-13-1-4-B8-1-B2-B1-B)/Tx779),7,58,2,113,2NII,6,40,7_57,57
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-7-1-1-B17)/Tx779,7,56,2,114,2NII,8,85,7_55,55
((3989-sib22/16-B9)/Tx779),7,54,2,115,2NII,6,40,7_53,53
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-8-1-1-B9)/Tx779,7,52,2,116,2NII,6,50,7_51,51
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-3-B3-1-1-B)/Tx779),7,50,2,117,2NII,9,70,7_49,49
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-035-B6-B6)/Tx779),7,48,2,118,2NII,6,45,7_47,47
((LH195//Tx773)-B3-02-1-2-B15-1-B1-B11)/Tx779,7,46,2,119,2NII,5.5,20,7_45,45
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-3-1-B1-B8)/Tx779,7,44,2,120,2NII,8,60,7_43,43
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-2-1-B1-B13)/Tx779,8,43,2,121,2NII,10,60,8_43,43
((LH195//Tx773)-B3-26-1-2-B8-1-B1-B1-B26)/Tx779,8,45,2,122,2NII,5,25,8_45,45
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-047-B4-1-B9-B1-B)/Tx779),8,47,2,123,2NII,4.5,30,8_47,47
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-2-1-B1-B10)/Tx779,8,49,2,124,2NII,5.5,40,8_49,49
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-selfs B25-34-1-1-B1-B)/Tx779),8,51,2,125,2NII,8,70,8_51,51
LG68C88 (2021),8,53,2,126,2NII,13,94,8_53,53
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-045-B9-1-B1-B)/Tx779),8,55,2,127,2NII,9,75,8_55,55
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-6-1-1-B15)/Tx779,8,57,2,128,2NII,10,88,8_57,57
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-4-1-B3-B1-B)/Tx779),8,59,2,129,2NII,10,90,8_59,59
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-001-B5-1-B10-B1-B)/Tx779),8,61,2,130,2NII,6,55,8_61,61
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-2-2-1-B20)/Tx779,8,63,2,131,2NII,6.5,50,8_63,63
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-1-1-B3-B1-B14)/Tx779,8,65,2,132,2NII,7,55,8_65,65
(({(LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-selfs B25}-34-1-1)/Tx779),8,67,2,133,2NII,7,65,8_67,67
((GEMS-0243_CML287:S15-1-B4-1-B)/Tx779),8,69,2,134,2NII,7,65,8_69,69
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-097-B8-1-B4-B1-B)/Tx779),8,71,2,135,2NII,10,90,8_71,71
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-2-2-1)/Tx779),8,73,2,136,2NII,6,30,8_73,73
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-3-3-1)/Tx779),8,75,2,137,2NII,4.5,20,8_75,75
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-1-2-1-B1-B36)/Tx779,8,77,2,138,2NII,12,92,8_77,77
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-6-1-1)/Tx779),8,79,2,139,2NII,10,70,8_79,79
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-065-B4-1-B1-B1-B14)/Tx779,8,81,2,140,2NII,5,40,8_81,81
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-2-B-1-B27)/Tx779,9,82,2,141,2NII,10,70,9_81,81
(LH195-B19-B16-B19-B90)/Tx779,9,80,2,142,2NII,10,88,9_79,79
(({(LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-selfs B25}-30-1-B2)/Tx779),9,78,2,143,2NII,7,60,9_77,77
(((LH195//Tx773)-B3-02-1-3-B11-1-B3-B1-B)/Tx779),9,76,2,144,2NII,7,40,9_75,75
((3945-sib17/16-B17)/Tx779),9,74,2,145,2NII,6.5,45,9_73,73
((LH195//Tx773)-B3-17-1-B2-B7-B1-B8)/Tx779,9,72,2,146,2NII,9,60,9_71,71
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-1-B)/Tx779),9,70,2,147,2NII,11,95,9_69,69
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-6-2-1)/Tx779),9,68,2,148,2NII,10,75,9_67,67
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-3-2-1-B20)/Tx779,9,66,2,149,2NII,8,55,9_65,65
((WF18 Red Stalker inbred)/Tx779),9,64,2,150,2NII,9.5,60,9_63,63
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-3-B4-1-B1-B15)/Tx779,9,62,2,151,2NII,4,15,9_61,61
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-6-3-1-B1-B)/Tx779),9,60,2,152,2NII,6,40,9_59,59
((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-2-1-B1-B11)/Tx779,9,58,2,153,2NII,6,20,9_57,57
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-4-1-1-B20)/Tx779,9,56,2,154,2NII,4,20,9_55,55
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-1-B15-095-B5-1-B2)/Tx779),9,54,2,155,2NII,5,35,9_53,53
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-041-B8-1-B3-B1-B10)/Tx779,9,52,2,156,2NII,7,30,9_51,51
(((LH195//Tx773)-B3-08-1-1-B10-B8-B4-B1-B)/Tx779),9,50,2,157,2NII,7,45,9_49,49
(((LH195//Tx773)-B3-23-1-2-B10-1-B2)/Tx779),9,48,2,158,2NII,7.5,55,9_47,47
(((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-B17-001-B5-1-B4)/Tx779),9,46,2,159,2NII,6,40,9_45,45
(((LH195//LAMA2002-58-3-B-B-B-B-B-B-B18)-B3-5-1-1)/Tx779),9,44,2,160,2NII,5.5,45,9_43,43
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/PB80)-1-2-1-1-B16)/Tx779,10,43,2,161,2NII,7,45,10_43,43
((3549-blk22/14-1-B)/Tx779),10,45,2,162,2NII,7,55,10_45,45
((LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18/LH82)-B5-9-1-1-B19)/Tx779,10,47,2,163,2NII,5,13,10_47,47
